release_note_date,smushed_event_type,format_event_type,legacy_event_types,admin_interest,security_interest,event_type_description,event_type_tags
2016.14,systemimportimportprovisioninginfo,system.import.import_provisioning_info,app.generic.import.provisioning_data,0,0,Import provisioning info triggered by import process.,import|system
2016.14,systemimportmembershipprocessingcomplete,system.import.membership_processing.complete,system.import.membership_processing.complete,0,0,Fired upon completion of the membership processing phase when Okta checks which groups users being imported into Okta should be added to/removed from. This can be used to determine the progress of an import as well as to monitor to trigger processes that should run concurrently with the import. Fired upon completion of the membership processing phase when Okta checks which groups users being imported into Okta should be added to/removed from.,import|system
2020.01.0,systemimportmembershipprocessingstart,system.import.membership_processing.start,system.import.membership_processing.start,0,0,Fired at the start of the membership processing phase when Okta checks which groups users being imported into Okta should be added to/removed from. This can be used to determine the progress of an import as well as to monitor to trigger processes that should run concurrently with the import. Fired at the start of the membership processing phase when Okta checks which groups users being imported into Okta should be added to/removed from.,import|system
2020.01.0,systemimportobjectcreationcomplete,system.import.object_creation.complete,system.import.object_creation.complete,0,0,Fired upon completion of the object creation phase when the first batch of objects is created/updated. This can be used to determine the progress of an import as well as to monitor to trigger processes that should run concurrently with the import. Fired upon completion of the object creation phase when the first batch of objects is created/updated.,import|system
2020.01.0,systemimportobjectcreationstart,system.import.object_creation.start,system.import.object_creation.start,0,0,Fired at the completion of the download objects phase when the objects (users groups devices) to be imported have been downloaded from the system of record. This can be used to determine the progress of an import as well as to monitor to trigger processes that should run concurrently with the import. Fired at the completion of the download objects phase when the objects (users groups devices) to be imported have been downloaded from the system of record.,import|system
2020.01.0,systemimportroadblock,system.import.roadblock,app.generic.import.fail.roadblock,0,0,Import roadblock triggered due to exceeded threshold.,event-hook-eligible|import|system
2016.14,systemimportroadblockrescheduleandresume,system.import.roadblock.reschedule_and_resume,app.generic.import.fail.roadblock.reschedule_and_resume,0,0,The affected import from AppInstance has been rescheduled. All other imports will resume.,import|system
2017.19,systemimportroadblockresume,system.import.roadblock.resume,app.generic.import.fail.roadblock.resume,0,0,The affected import from AppInstance has been canceled. All other imports will resume.,import|system
2017.19,systemimportroadblockupdated,system.import.roadblock.updated,system.import.roadblock.updated,1,0,Fired when an import roadblock (aka Import Safeguard) has been updated. This event can be used to identify when an admin updated the Max Import Unassignment roadblock setting and what the setting was updated to. This event includes details on what the roadblock was updated to and who made the change.,import|system
2019.11.0,systemimportstart,system.import.start,app.generic.import.started,0,0,import started.,event-hook-eligible|import|system
2016.14,systemimportusercomplete,system.import.user.complete,app.generic.import.summary.user,0,0,Import of user completed.,import|system
2016.14,systemimportusercreate,system.import.user.create,app.generic.import.details.add_user,0,0,Create user triggered by import process.,import|system
2016.14,systemimportuserdelete,system.import.user.delete,app.generic.import.details.delete_user,0,0,Delete user triggered by import process.,import|system
2016.14,systemimportusermatch,system.import.user.match,app.generic.import.details.match_user,0,0,Assign user triggered by import process with callback. This event can be used to alter the matching result for a given imported user. This event is fired when the matching result is altered by the synchronous callback.,import|system
2018.43,systemimportuserstart,system.import.user.start,app.generic.import.import_user,0,0,Start importing users triggered import process.,import|system
2016.14,systemimportusersuspend,system.import.user.suspend,app.generic.import.details.suspend_user,0,0,Suspend user triggered by import process.,import|system
2016.24,systemimportuserunsuspend,system.import.user.unsuspend,app.generic.import.details.unsuspend_user,0,0,Unsuspend user triggered by import process.,import|system
2016.24,systemimportuserunsuspendafterconfirm,system.import.user.unsuspend_after_confirm,app.generic.import.user_match.unsuspend_after_confirm|app.user_management.unsuspend_user_after_confirm_failed,0,0,No Description.,import|system
2016.24,systemimportuserupdate,system.import.user.update,app.generic.import.details.update_user,0,0,Update user triggered by import process.,import|system
2016.14,systemimportuserupdateuserlifecyclefrommaster,system.import.user.update_user_lifecycle_from_master,app.user_management.update_user_lifecycle_from_master_failed,0,0,Update user status triggered by import process.,import|system
2016.24,systemimportusercsvcomplete,system.import.user_csv.complete,system.import.user_csv.complete,1,0,Bulk Import users from CSV is completed. Informs when bulk user import from CSV has been completed. This event is logged when bulk user import from CSV has completed with the outcome as success or failure. When fired this event also contains debug context about the number of users added/updated/unchanged or with errors.,admin|csv-upload|user-import
2021.01.2,systemimportusercsvstart,system.import.user_csv.start,system.import.user_csv.start,1,0,Bulk Import of users from CSV is started. Informs when bulk import of users from CSV has been attempted to be uploaded. This event is logged when bulk user import from CSV has started and is a precursor to user.lifecycle.create; user.lifecycle.activate events.,admin|csv-upload|user-import
2021.01.2,systemimportusermatchingcomplete,system.import.user_matching.complete,system.import.user_matching.complete,0,0,Fired upon completion of the user matching phase when Okta attempts to match imported users to existing Okta users. This can be used to determine the progress of an import as well as to monitor to trigger processes that should run concurrently with the import. Fired upon completion of the user matching phase when Okta attempts to match imported users to existing Okta users.,import|system
2020.01.0,systemimportusermatchingstart,system.import.user_matching.start,system.import.user_matching.start,0,0,Fired at the start of the user matching phase when Okta attempts to match imported users to existing Okta users. This can be used to determine the progress of an import as well as to monitor to trigger processes that should run concurrently with the import. Fired at the start of the user matching phase when Okta attempts to match imported users to existing Okta users.,import|system
2020.01.0,systemiwacreate,system.iwa.create,iwa.created_successfully|iwa.creating_failed,1,0,Create IWA agent.,iwa|system
2016.13,systemiwagooffline,system.iwa.go_offline,iwa.ad_agents_went_offline,0,0,IWA going offline.,iwa|system
2016.13,systemiwagoonline,system.iwa.go_online,iwa.went_online,0,0,IWA going online.,iwa|system
2016.13,systemiwapromoteprimary,system.iwa.promote_primary,iwa.no_agents_promoted_to_primary|iwa.promoted_to_primary,0,0,Promote IWA agent to primary.,iwa|system
2016.13,systemiwaremove,system.iwa.remove,iwa.removed,1,0,Remove IWA agent.,iwa|system
2016.13,systemiwaupdate,system.iwa.update,iwa.updated_successfully|iwa.updating_failed,1,0,Update IWA agent.,iwa|system
2016.13,systemiwausedefault,system.iwa.use_default,iwa.primary_not_found,0,0,No primary IWA app found. Using default login.,iwa|system
2016.13,systemiwaagentlessauth,system.iwa_agentless.auth,iwa.agentless.auth.failure|iwa.agentless.auth.success,0,0,Agentless IWA authentication.,iwa|system
2018.22,systemiwaagentlessredirect,system.iwa_agentless.redirect,iwa.agentless.auth.redirect.defaultloginpage|iwa.agentless.auth.redirect.onpremiwa,0,0,Fired when an Agentless DSSO authentication request is redirected to an onprem IWA authentication or the default login page. This can be used to identify when an agentless authentication request resulted in a redirect to an onprem IWA or default login page. This can also be used to identify the potential cause of the redirect. When fired this event identifies the cause of the redirection. When a custom error page is defined a redirect event is not always generated when a redirection occurs.,iwa|system
2019.05.4,systemiwaagentlessupdate,system.iwa_agentless.update,iwa.agentless.update.failure|iwa.agentless.update.success,0,0,Update to agentless IWA.,iwa|system
2018.22,systemiwaagentlessusernotfound,system.iwa_agentless.user.not_found,iwa.agentless.auth.failed.client_principal_id.invalid|iwa.agentless.auth.failed.user.multiple_user_found|iwa.agentless.auth.failed.user.not_found,0,0,Fired when a user could not be found during Agentless DSSO authentication resulting in an authentication failure. This can be used to identify when an agentless authentication request resulted in a failure. The failure could be due to the user not being found in Okta Okta not being able to connect to AD or the user not being found in AD.  This can also be used to identify the potential cause of the failure. When fired this event contains information about the potential cause of the failure.,iwa|system
2019.08.0,systemiwaagentlesskerberosupdate,system.iwa_agentless_kerberos.update,iwa.agentless.kerberos.update.failure|iwa.agentless.kerberos.update.success,1,0,Fires when a Kerberos realm settings is updated by an admin. This event fires when the update is successful or fails. This can be used to audit Kerberos realm setting and troubleshoot why Kerberos authentication failed. When fired this event indicates whether Kerberos realm setting update has been successful or failed. This event also indicates the initiator of the event and the current setting for Kerberos Realm. Related events: none all debugging context is included in this event.,iwa|system
2019.05.4,systemldapibind,system.ldapi.bind,system.ldapi.bind,0,0,Fired when a user performs a BIND to LDAP Interface. Can be used to identify when a user attempted to perform an LDAP authentication for audit or debugging purposes. Note that the firing of this event is subject to LDAPi event filtering rules.,ldapi
2018.1,systemldapisearch,system.ldapi.search,system.ldapi.search,0,0,Fired when a user performs a SEARCH to LDAP Interface. Can be used to identify when a user attempted to perform a search on LDAP Interface for audit or debugging purposes. Note that the firing of this event is subject to LDAPi event filtering rules.,ldapi
2018.1,systemldapiunbind,system.ldapi.unbind,system.ldapi.unbind,0,0,Fired when a user performs an UNBIND to LDAP Interface. Can be used to identify when a user attempted to end an LDAP Interface session for audit or debugging purposes. Note that the firing of this event is subject to LDAPi event filtering rules.,ldapi
2018.1,systemlogstreamlifecycleactivate,system.log_stream.lifecycle.activate,system.log_stream.lifecycle.activate,1,1,Fired when a user activates a log stream. This event can be used to track and audit when a user activates a log stream. When fired this event indicates that a user activated a log stream configuration.,log-stream
2021.09.1,systemlogstreamlifecyclecreate,system.log_stream.lifecycle.create,system.log_stream.lifecycle.create,1,1,Fired when a user creates a new log stream. This event can be used to track and audit when a user creates a log stream. When fired this event indicates that a user created a log stream configuration.,log-stream
2021.09.1,systemlogstreamlifecycledeactivate,system.log_stream.lifecycle.deactivate,system.log_stream.lifecycle.deactivate,1,1,Fired when a user or Okta deactivates a log stream. This event can be used to track and audit when a user or Okta deactivates a log stream. When fired this event indicates that a user or Okta deactivated a log stream configuration.,log-stream
2021.09.1,systemlogstreamlifecycledelete,system.log_stream.lifecycle.delete,system.log_stream.lifecycle.delete,1,1,Fired when a user deletes a log stream. This event can be used to track and audit when a user deletes a log stream. When fired this event indicates that a user deleted a log stream configuration.,log-stream
2021.09.1,systemlogstreamlifecycleupdate,system.log_stream.lifecycle.update,system.log_stream.lifecycle.update,1,1,Fired when a user updates a log stream. This event can be used to track and audit when a user updates a log stream. When fired this event indicates that a user updated a log stream configuration.,log-stream
2021.09.1,systemmfafactoractivate,system.mfa.factor.activate,system.mfa.factor.activate,1,1,Activate a new MFA factor. Can be used to identify when an admin has enabled a new factor for MFA. When fired the event will contain details of which factor is enabled.,admin|mfa
2021.01.1,systemmfafactordeactivate,system.mfa.factor.deactivate,system.mfa.factor.deactivate,1,1,Deactivate MFA factor. Can be used to identify when an admin has disabled a factor for MFA. When fired the event will contain details of which factor is disabled.,admin|mfa
2021.01.1,systemoperationratelimitviolation,system.operation.rate_limit.violation,system.operation.rate_limit.violation,0,0,Operation rate limit violation. This can be used to track if an operation is exceeding its rate limit. When fired this event contains information about the operation such as actor type scope and threshold details. OperationRateLimitType in debugData will indicate the category to which the rate limit is being applied (e.g. authenticator_otp_verification) OperationRateLimitSubtype defines specific subtypes (e.g. Email SMS or Voice call for authenticator_otp_verification type) and OperationRateLimitScope will indicate the scope of the rate limit (e.g. user or org level).,system
2020.12.0,systemoperationratelimitwarning,system.operation.rate_limit.warning,system.operation.rate_limit.warning,0,0,Operation rate limit warning. This can be used to track if an operation is approaching its rate limit. When fired this event contains information about the operation such as actor type scope and threshold details. OperationRateLimitType in debugData will indicate the category to which the rate limit is being applied (e.g. authenticator_otp_verification) OperationRateLimitSubtype defines specific subtypes (e.g. Email SMS or Voice call for authenticator_otp_verification type) and OperationRateLimitScope will indicate the scope of the rate limit (e.g. user or org level).,system
2021.01.2,systemorgcaptchaactivate,system.org.captcha.activate,system.org.captcha.activate,1,0,Enable org-wide captcha support. Indicates when org-wide captcha support is enabled for which pages and using which captcha instance. This event is fired when org admin enables org-wide captcha for any supported pages.,captcha|system
2021.05.1,systemorgcaptchadeactivate,system.org.captcha.deactivate,system.org.captcha.deactivate,1,0,Disable org-wide captcha support. Indicates when org-wide captcha support is disabled. This event is fired when org admin disables org-wide captcha support for all pages.,captcha|system
2021.05.1,systemorglifecyclecreate,system.org.lifecycle.create,"core.org.config.org_creation.failure|core.org.config.org_creation.success
",1,0,Org creation.,system
2016.51,systemorgratelimitburst,system.org.rate_limit.burst,system.org.rate_limit.burst,0,0,Fired when burst rate limit capacity is activated. This can be used to identify when an API in the Org exceeds standard rate limits and the frequency with which the activities occur. This event is fired after a corresponding warning event. If usage continues on this API the risk is hitting a rate limit violation which will fire a corresponding violation event. The event contains a burst rate limit threshold which informs how much capacity is remaining before a violation occurs.,system
2022.02.0,systemorgratelimitexpirationwarning,system.org.rate_limit.expiration.warning,core.framework.ratelimit.expiration.warning,0,0,Rate limit approaching expiration date.,system
2018.35,systemorgratelimitviolation,system.org.rate_limit.violation,core.framework.ratelimit.exceeded,1,1,Rate limit violation.,event-hook-eligible|system
2017.02,systemorgratelimitwarning,system.org.rate_limit.warning,core.framework.ratelimit.warning,0,0,Rate limit warning.,event-hook-eligible|system
2017.02,systemorgtaskremove,system.org.task.remove,core.org.task.remove,1,0,Tasks removed.,system
2017.33,systempushsendfactorverifypush,system.push.send_factor_verify_push,system.push.send_factor_verify_push,0,0,Fired when a Push notification is sent to a device. Used to notify admins when a push was sent to a user for verification. Note that this event is fired whenever a Push is sent.,push
2020.06.3,systemsmsreceivestatus,system.sms.receive_status,system.sms.receive_status,0,0,Fired when receiving a status update on SMS message from provider. This event can be used by Org Admins to identify users that are/aren't getting one-time passcodes delivered successfully via SMS provider status can be obtained from status field in debug data. For any system.sms.send_* event there should be exactly one of this event.,sms
2020.08.4,systemsmssendaccountunlockmessage,system.sms.send_account_unlock_message,core.user.sms.message_sent.self_service.account_unlock,0,0,Send self-service account unlock SMS message.,sms|system
2016.12,systemsmssendfactorverifymessage,system.sms.send_factor_verify_message,core.user.sms.message_sent.factor,0,0,Send second factor auth SMS.,sms|system
2016.12,systemsmssendoktapushverifymessage,system.sms.send_okta_push_verify_message,core.user.sms.message_sent.push_verify.activation,0,0,Send activate Okta Verify Push for mobile SMS.,sms|system
2016.12,systemsmssendpasswordresetmessage,system.sms.send_password_reset_message,core.user.sms.message_sent.self_service.password_reset,0,0,Send self-service password reset SMS message.,sms|system
2016.12,systemsmssendphoneverificationmessage,system.sms.send_phone_verification_message,core.user.sms.message_sent.verify,0,0,Send phone verification SMS message.,event-hook-eligible|sms|system
2016.12,systemthemeupdate,system.theme.update,system.theme.update,1,0,This event is fired when the theme resource is updated. Developer and org admins can use this event to identify when and how the theme resource was updated. Event details can be used to identify changes made to theme assets including updates to theme hex codes logo background image and favicon. This event also tracks which combination of theme assets was applied to end users pages such as the sign-in page error pages and email templates.,admin
2021.08.0,systemvoicereceivestatus,system.voice.receive_status,system.voice.receive_status,0,0,Fired when receiving a status update on voice call from provider. This event can be used by Org Admins to identify users that are/aren't getting one-time passcodes delivered successfully via voice call provider status can be obtained from status field in debug data. For any system.voice.send_* event there should be exactly one of this event.,voice
2020.08.4,systemvoicesendaccountunlockcall,system.voice.send_account_unlock_call,core.user.call_to_send_otp.message_sent.self_service.account_unlock,0,0,Send self-service account unlock call.,voice
2017.44,systemvoicesendcall,system.voice.send_call,core.user.call_made.factor,0,0,Send phone call.,voice
2017.44,systemvoicesendmfachallengecall,system.voice.send_mfa_challenge_call,core.user.call_to_send_otp.message_sent.mfa.challenge,0,0,Send second factor auth call.,voice
2017.44,systemvoicesendpasswordresetcall,system.voice.send_password_reset_call,core.user.call_to_send_otp.message_sent.self_service.password_reset,0,0,Send self-service password reset call.,voice
2017.44,systemvoicesendphoneverificationcall,system.voice.send_phone_verification_call,core.user.call_to_send_otp.message_sent.verify,0,0,Send phone verification call.,event-hook-eligible|voice
2017.44,tasklifecycleactivate,task.lifecycle.activate,platform.task.lifecycle.activate,1,1,Activated system task.,task
2018.15,tasklifecyclecreate,task.lifecycle.create,platform.task.lifecycle.create,1,1,Created system task.,task
2018.15,tasklifecycledeactivate,task.lifecycle.deactivate,platform.task.lifecycle.deactivate,1,1,Deactivated system task.,task
2018.15,tasklifecycledelete,task.lifecycle.delete,platform.task.lifecycle.delete,1,1,Deleted system task.,task
2018.15,tasklifecycleupdate,task.lifecycle.update,platform.task.lifecycle.update,1,1,Updated system task.,task
2018.15,useraccountaccesssuperuserapp,user.account.access_super_user_app,core.user_auth.super_user_app_accessed,1,1,Access super user in Okta.,account|user
2016.15,useraccountlock,user.account.lock,core.user_auth.account_locked,0,0,Auto-lock user account for Okta.,account|event-hook-eligible|user
2016.02,useraccountlocklimit,user.account.lock.limit,user.account.lock.limit,0,0,This event is fired when a user account has reached the lockout limit. The account will not auto-unlock and a user or client cannot gain access to the account. This event indicates an account that will not be able to log in until remedial action is taken by the account admin. This event can be used to understand the specifics of an account lockout. Often this indicates a client application that is repeatedly attempting to authenticate with invalid credentials such as an old password.,account|user
2019.05.0,useraccountprivilegegrant,user.account.privilege.grant,core.user.admin_privilege.granted,1,1,A User's admin privileges changed. This can be used to audit the provisioning of admin privileges for users. When fired this event contains information about the type of admin privileges the user currently has.  The list of current privileges contain both individually assigned roles  as well as the ones granted to the user through their group membership. Related events include: USER_ACCOUNT_PRIVILEGE_REVOKE.,event-hook-eligible|user
2016.15,useraccountprivilegerevoke,user.account.privilege.revoke,core.user.admin_privilege.revoked,1,0,All of user's admin privilege revoked. This can be used to audit the deprovisioning of admin privileges from users. When fired this event indicates the user has no more admin privileges. All of user's privileges were revoked including individually assigned roles  as well as the ones granted to the user through their group membership. Related events include: USER_ACCOUNT_PRIVILEGE_GRANT.,event-hook-eligible|user
2016.15,useraccountreportsuspiciousactivitybyenduser,user.account.report_suspicious_activity_by_enduser,core.user.account.report_suspicious_activity_by_enduser,0,1,User reported suspicious activity. This event is used to identify user account suspicious activity.,event-based-trigger-eligible|event-hook-eligible|user
2019.01.1,useraccountresetpassword,user.account.reset_password,core.user.config.user_status.password_reset|core.user_auth.self_service.password_reset|core.user_auth.self_service.password_reset.invalid_recovery_token|core.user_auth.self_service.password_reset.invalid_security_answer|core.user_auth.self_service.password_reset.invalid_sms_code|core.user_auth.self_service.password_reset.invalid_user_state|core.user_auth.self_service.password_reset.issued_recovery_token|core.user_auth.self_service.password_reset.shared_email|core.user_auth.self_service.password_reset.suspended_user|core.user_auth.self_service.password_reset.unknown_user,0,1,Fired when the user's Okta password is reset.,account|event-hook-eligible|user
2016.15,useraccountunlock,user.account.unlock,core.user_auth.account_auto_unlocked|core.user_auth.self_service.account_unlock|core.user_auth.self_service.account_unlock.already_unlocked|core.user_auth.self_service.account_unlock.invalid_recovery_token|core.user_auth.self_service.account_unlock.invalid_security_answer|core.user_auth.self_service.account_unlock.invalid_sms_code|core.user_auth.self_service.account_unlock.shared_email|core.user_auth.self_service.account_unlock.unknown_user,0,0,Auto-unlock user account for Okta.,account|event-hook-eligible|user
2016.15,useraccountunlockbyadmin,user.account.unlock_by_admin,core.user_auth.account_unlocked_by_admin,1,1,User account unlock by admin.,account|user
2016.15,useraccountunlockfailure,user.account.unlock_failure,core.user_auth.user.account.unlock_failure,0,0,Failed to schedule unlock job for user.,account|user
2018.23,useraccountunlocktoken,user.account.unlock_token,core.user_auth.self_service.account_unlock.issued_recovery_token,0,0,Issued recovery token for self-service account unlock.,account|user
2017.47,useraccountupdatepassword,user.account.update_password,core.user.config.password_update.failure|core.user.config.password_update.success,0,0,User update password for Okta.,account|end-user-visible|event-hook-eligible|user
2016.15,useraccountupdateprimaryemail,user.account.update_primary_email,core.user.config.update_primary_email,0,0,User primary email updated.,account|end-user-visible|user|user-config
2018.05,useraccountupdateprofile,user.account.update_profile,core.user.config.profile_update.success,0,0,Update user profile for Okta.,account|event-hook-eligible|user|user-config
2016.02,useraccountupdatesecondaryemail,user.account.update_secondary_email,core.user.config.update_secondary_email,0,0,User secondary email updated.,account|end-user-visible|user|user-config
2018.25,useraccountupdateusertype,user.account.update_user_type,user.account.update_user_type,0,0,Fires when a user changes from one type to another. Can be used to audit when a user gets converted from a contractor to a full-time employee for example. Data includes the old and new type ids. There may be an accompanying update_profile event if values were changed.,account|user|user-config
2020.02.0,useraccountusetoken,user.account.use_token,core.user_auth.self_service.invalid_recovery_token,0,0,Invalid self service recovery token used by user.,account|user
2016.15,userauthenticationauth,user.authentication.auth,core.user_auth.invalid_certificate|core.user_auth.login_failed|core.user_auth.login_success,0,0,Authenticate user.,user
2016.02,userauthenticationauthviaADagent,user.authentication.auth_via_AD_agent,app.ad.agent.user_auth|app.ad.agent.user_auth.error|app.ad.login.bad_password|app.ad.login.expired_password|app.ad.login.locked_account|app.ad.login.success|app.ad.login.unknown_failure|app.ad.outbound.delauth.no_connected_agent|app.ad.outbound.delauth.timeout,0,0,Authenticate user with AD agent.,directory|user
2016.18,userauthenticationauthviaIDP,user.authentication.auth_via_IDP,core.user_auth.idp.cannot_update_user_profile_or_groups|core.user_auth.idp.cannot_update_user_profile_or_groups.server_read_only|core.user_auth.idp.general_schema_warning|core.user_auth.idp.invalid_user_status|core.user_auth.idp.link_denied_for_groups|core.user_auth.idp.login_failed|core.user_auth.idp.multiple_matching_users|core.user_auth.idp.no_matching_users|core.user_auth.idp.saml.assertion_received_same_assertion_id|core.user_auth.idp.saml.login_success|core.user_auth.idp.saml.response_received_in_response_to_no_matching_key|core.user_auth.idp.saml.saml_validation_failed|core.user_auth.idp.saml.unknown_endpoint|core.user_auth.idp.saml.unknown_profile_attribute|core.user_auth.idp.username_filtered|core.user_auth.idp.username_transform_failed|core.user_auth.idp.x509.login_success,0,0,Authenticate user via IDP.,user
2016.18,userauthenticationauthviaLDAPagent,user.authentication.auth_via_LDAP_agent,app.ldap.login.bad_password|app.ldap.login.disabled_account|app.ldap.login.expired_password|app.ldap.login.locked_account|app.ldap.login.success|app.ldap.login.unknown_failure|app.ldap.outbound.delauth.no_connected_agent|app.ldap.outbound.delauth.timeout,0,0,Authenticate user via LDAP agent.,directory|user
2016.18,userauthenticationauthviainboundSAML,user.authentication.auth_via_inbound_SAML,core.user_auth.saml2.inbound_saml_login_failed,0,0,Authenticate user via inbound SAML.,user
2016.27,userauthenticationauthviainbounddelauth,user.authentication.auth_via_inbound_delauth,app.inbound_del_auth.failure.account_not_found|app.inbound_del_auth.failure.duplicate_accounts_found|app.inbound_del_auth.failure.instance_not_found|app.inbound_del_auth.failure.invalid_login_credentials|app.inbound_del_auth.failure.invalid_request.could_not_parse_credentials|app.inbound_del_auth.failure.not_supported,0,0,Authenticate user via inbound delauth.,user
2016.02,userauthenticationauthviaiwa,user.authentication.auth_via_iwa,iwa.auth|iwa.invalid_certificate|iwa.invalid_token|iwa.invalid_xml_signature|iwa.no_certificate,0,0,Authenticate user via IWA.,user
2016.02,userauthenticationauthviamfa,user.authentication.auth_via_mfa,core.user.factor.attempt_fail|core.user.factor.attempt_success|core.user_auth.duo.disabled_lockout|core.user_auth.duo.duo_down|core.user_auth.duo.invalid_integration,0,0,Authentication of user via MFA. For Okta Classic orgs this event will only fire for second factor verifications whereas for Identity Engine orgs this event will fire for both primary and second factor verifications.,event-hook-eligible|mfa
2016.02,userauthenticationauthviaradius,user.authentication.auth_via_radius,core.user_auth.radius.login.failed|core.user_auth.radius.login.succeeded,0,0,Authentication of user via Radius.,app|radius
2016.18,userauthenticationauthviarichclient,user.authentication.auth_via_richclient,app.rich_client.account_not_found|app.rich_client.instance_not_found|app.rich_client.login_failure|app.rich_client.login_success|app.rich_client.multiple_accounts_found,0,0,Authentication of a user via Rich Client.,user
2016.18,userauthenticationauthviasocial,user.authentication.auth_via_social,core.user_auth.idp.social.cannot_acquire_access_token|core.user_auth.idp.social.cannot_acquire_profile|core.user_auth.idp.social.invalid_userinfo_response|core.user_auth.idp.social.jit_callout_denied_by_callout|core.user_auth.idp.social.jit_callout_redirect|core.user_auth.idp.social.jit_callout_response_invalid|core.user_auth.idp.social.jit_callout_success|core.user_auth.idp.social.jit_error|core.user_auth.idp.social.link_callout_denied_by_callout|core.user_auth.idp.social.link_callout_redirect|core.user_auth.idp.social.link_callout_response_invalid|core.user_auth.idp.social.link_callout_success|core.user_auth.idp.social.link_denied_for_groups|core.user_auth.idp.social.login_success,0,0,Authenticate user with social login.,user
2016.18,userauthenticationauthenticate,user.authentication.authenticate,core.user_auth.authentication.auth_via_3rd_party_failure|core.user_auth.authentication.auth_via_3rd_party_success|core.user_auth.authentication.auth_via_okta_mobile_failure|core.user_auth.authentication.auth_via_okta_mobile_success|core.user_auth.authentication.auth_via_omm_failure|core.user_auth.authentication.auth_via_omm_success|core.user_auth.authentication.auth_via_saml_idp_failure|core.user_auth.authentication.auth_via_saml_idp_success|core.user_auth.authentication.authenticate,0,0,Authentication via device trust certificate.,device-trust-authentication|event-hook-eligible|user
2017.44,userauthenticationslo,user.authentication.slo,app.auth.slo|app.auth.slo.saml.invalid_issuer|app.auth.slo.saml.invalid_nameid|app.auth.slo.saml.invalid_signature|app.auth.slo.saml.malformed_request|app.auth.slo.saml.malformed_request.invalid_type|app.auth.slo.with_reason,0,0,User single logout out (SLO) from app.,user
2016.11,userauthenticationsso,user.authentication.sso,"app.auth.sso
",0,0,Fired when a user performs a single sign-on (SSO) to an app instance and contains the client details of the user. Can be used to identify when a user attempted to sign into an application for audit or debugging purposes. Note that the event is fired even when the sign-on is unsuccessful.,user
2016.11,userauthenticationverify,user.authentication.verify,user.authentication.verify,0,0,Verify user identity.,end-user-visible|user
2017.27,usercredentialenroll,user.credential.enroll,core.user_auth.credential.enroll,1,0,Device Trust certificate enrollment.,device-trust-cert-distribution-and-binding|event-hook-eligible|user
2017.45,useridentitysnapshotattestationcreate,user.identity_snapshot.attestation.create,user.identity_snapshot.attestation.create,1,0,Create identity snapshot attestation for a user. This event can be used by administrators to audit identity snapshot attestations minted for a user. The user and the application are in the event signifying which user the attestation token is being minted for and which application is requesting it.,attestation|user
2020.09.3,userimportpassword,user.import.password,user.import.password,0,0,Fired when a user has successfully logged in to Okta and an attempt to import their Password has been made. This can be used to understand if a user password import attempt was successful or if it failed. If the attempt failed the password import will be tried again on a subsequent successful login. When fired this event contains information about the import type and whether or not the password import was successful. If the import is successful it is safe to clean up that user from an external system. If the import failed Okta will continue retrying the import during every successful authentication attempt until the password is successfully imported. Check the failure reason for details about whether any action is needed for the import to succeed.,credential|event-hook-eligible|import|user
2020.05.1,userlifecycleactivate,user.lifecycle.activate,core.user.config.user_activated,0,1,Activate Okta user.,event-hook-eligible|user
2016.13,userlifecyclecreate,user.lifecycle.create,core.user.config.user_creation.failure|core.user.config.user_creation.success,0,0,Create Okta user.,event-hook-eligible|user
2016.02,userlifecycledeactivate,user.lifecycle.deactivate,core.user.config.user_deactivated,0,1,Deactivate Okta user.,event-hook-eligible|user
2016.02,userlifecycledeletecompleted,user.lifecycle.delete.completed,core.user.config.user_status.delete.completed,0,0,Delete Okta user completed.,user
2016.29,userlifecycledeleteinitiated,user.lifecycle.delete.initiated,core.user.config.user_status.delete.initiated,0,0,Delete Okta user initiated.,event-hook-eligible|user
2016.29,userlifecyclejiterrorreadonly,user.lifecycle.jit.error.read_only,core.user.jit.error.read_only,0,0,Failed to JIT create user.,user
2018.06,userlifecyclepasswordmassexpiry,user.lifecycle.password_mass_expiry,core.user.config.user_status.password_mass_expiry,1,0,Mass expire all users' passwords initiated.,user
2018.04,userlifecyclereactivate,user.lifecycle.reactivate,core.user.config.user_reactivation.success,0,0,Reactivate Okta user.,event-hook-eligible|user
2016.13,userlifecyclesuspend,user.lifecycle.suspend,core.user.config.user_status.suspended,1,1,Suspend Okta user.,event-hook-eligible|user
2016.13,userlifecycleunsuspend,user.lifecycle.unsuspend,core.user.config.user_status.unsuspended,1,1,Unsuspend Okta user.,event-hook-eligible|user
2016.13,usermfaattemptbypass,user.mfa.attempt_bypass,core.user_auth.mfa_bypass_attempted,0,1,Attempt bypass of factor.,mfa
2016.11,usermfafactoractivate,user.mfa.factor.activate,core.user.factor.activate,0,0,Activate factor or authenticator enrollment method for user. Provides org admins with audit log and oversight utility for an MFA factor when it is activated. When fired the event contains information about the MFA factor that has been activated as well as the target user and the user activating the factor. For Identity Engine orgs this event will fire when an authentication method is enrolled.,end-user-visible|event-hook-eligible|mfa
